Time Flux
1538.832335 255782.375000
1538.852769 255713.015625
1538.873203 255747.953125
1538.893636 255763.421875
1538.914070 255709.359375
1538.934504 255660.718750
1538.954938 255655.468750
1538.975372 255645.000000
1538.995805 255625.031250
1539.016239 255620.187500
1539.036673 255625.390625
1539.057107 255608.234375
1539.077541 255608.406250
1539.118408 255575.203125
1539.138842 255557.656250
1539.159276 255547.578125
1539.200143 255541.078125
1539.220577 255547.046875
1539.241011 255584.562500
1539.261445 255522.078125
1539.302312 255571.765625
1539.322746 255553.750000
1539.343180 255548.906250
1539.363614 255529.953125
1539.384047 255542.828125
1539.404481 255578.328125
1539.424915 255571.828125
1539.445349 255521.093750
1539.465783 255560.078125
1539.486216 255559.671875
1539.506650 255545.656250
1539.527084 255476.406250
1539.547518 255462.734375
1539.567951 255464.875000
1539.588385 255542.906250
1539.608819 255483.750000
1539.629253 255446.406250
1539.649687 255438.953125
1539.670120 255413.765625
1539.690554 255430.421875
1539.710988 255449.968750
1539.731422 255385.968750
1539.751856 255314.968750
1539.792723 255163.062500
1539.813157 255125.359375
1539.833591 255038.984375
1539.854025 255006.500000
1539.894892 254866.500000
1539.915326 254828.171875
1539.956194 254676.375000
1539.976627 254693.640625
1539.997061 254590.921875
1540.037929 254368.718750
1540.058362 254234.031250
1540.078796 254128.875000
1540.099230 254011.343750
1540.119664 253865.843750
1540.140098 253689.468750
1540.160531 253469.609375
1540.180965 253242.078125
1540.201399 252947.515625
1540.221833 252518.781250
1540.242267 252127.578125
1540.262700 251693.796875
1540.283134 251316.593750
1540.303568 251022.140625
1540.324002 250647.015625
1540.344436 250391.796875
1540.385303 250239.437500
1540.405737 250278.437500
1540.426171 250448.187500
1540.446605 250652.171875
1540.467039 250892.687500
1540.507906 251810.078125
1540.528340 252264.640625
1540.548774 252689.468750
1540.569208 253019.281250
1540.630509 253735.718750
1540.650943 253960.890625
1540.671377 254136.203125
1540.691810 254309.390625
1540.712244 254384.359375
1540.732678 254518.984375
1540.753112 254631.515625
1540.773546 254707.531250
1540.793979 254814.984375
1540.814413 254912.750000
1540.834847 254955.296875
1540.896149 255198.859375
1540.916582 255206.890625
1540.937016 255291.921875
1540.957450 255350.156250
1540.977884 255366.750000
1540.998318 255404.625000
1541.018751 255487.218750
1541.039185 255438.984375
1541.100487 255601.187500
1541.120921 255576.218750
1541.141354 255605.812500
1541.182222 255703.953125
1541.202656 255704.312500
1541.223089 255695.937500
1541.243523 255701.546875
1541.263957 255680.578125
1541.284391 255637.125000
1541.304825 255702.734375
1541.325259 255713.562500
1541.345693 255736.375000
1541.366126 255755.156250
1541.386560 255693.343750
1541.406994 255753.937500
1541.427428 255779.687500
1541.447862 255777.687500
1541.468295 255765.671875
1541.488729 255758.953125
1541.509163 255801.062500
1541.529597 255766.062500
1541.550031 255777.531250
1541.570465 255703.593750
1541.590898 255698.843750
1541.611332 255692.375000
1541.631766 255688.312500
1541.652200 255694.781250
1541.672634 255733.546875
1541.693068 255782.859375
1541.713501 255746.812500
1541.733935 255788.484375
1541.754369 255745.421875
1541.795237 255762.750000
1541.815670 255797.781250
1541.836104 255835.140625
1541.856538 255803.750000
1541.876972 255777.718750
1541.897406 255816.843750
1541.917840 255811.531250
1541.938273 255839.125000
1541.979141 255868.234375
1541.999575 255828.187500
1542.020009 255868.203125
1542.040442 255885.484375
1542.060876 255846.890625
1542.101744 255836.156250
1542.122178 255754.296875
1542.142612 255784.796875
1542.163045 255689.437500
1542.183479 255740.468750
1542.244781 255701.218750
1542.265215 255728.625000
1542.285649 255681.453125
1542.306082 255643.062500
1542.326516 255649.609375
1542.346950 255664.796875
1542.367384 255578.531250
1542.387818 255617.218750
1542.408251 255567.312500
1542.428685 255520.953125
1542.449119 255504.796875
1542.469553 255465.953125
1542.489987 255459.687500
1542.510421 255389.500000
1542.530854 255379.906250
1542.551288 255325.312500
1542.571722 255362.750000
1542.612590 255284.062500
1542.633024 255207.453125
1542.653457 255209.968750
1542.673891 255132.343750
1542.694325 255113.437500
1542.735193 255002.421875
1542.755627 254957.937500
1542.776061 254910.765625
1542.816928 254934.562500
1542.837362 254914.000000
1542.878230 254906.984375
1542.939531 254928.687500
1542.959965 254979.265625
1542.980399 254960.515625
1543.000833 255000.375000
1543.021267 255025.875000
1543.041701 255061.312500
1543.062134 255068.187500
1543.082568 255093.843750
1543.103002 255133.093750
1543.123436 255147.875000
1543.143870 255202.984375
1543.184737 255273.421875
1543.205171 255363.375000
1543.225605 255343.687500
1543.246039 255370.265625
1543.266473 255405.625000
1543.286907 255447.171875
1543.307341 255498.359375
1543.348208 255514.703125
1543.389076 255529.812500
1543.409510 255597.453125
1543.429944 255658.703125
1543.450378 255668.468750
1543.470811 255697.890625
1543.491245 255703.281250
1543.511679 255792.093750
1543.532113 255773.921875
1543.552547 255751.109375
1543.572981 255810.906250
1543.593414 255834.687500
1543.613848 255930.125000
1543.634282 255902.531250
1543.654716 255922.187500
1543.675150 256016.437500
1543.695584 255962.000000
1543.716018 255995.156250
1543.736452 256014.640625
1543.756885 256046.453125
1543.777319 256046.515625
1543.797753 256042.609375
1543.818187 256040.562500
1543.859055 256064.953125
1543.879488 256022.437500
1543.899922 256061.828125
1543.920356 256064.656250
1543.940790 256073.781250
1543.961224 255982.171875
1543.981658 255998.531250
1544.002092 256030.156250
1544.022526 256023.000000
1544.042959 256067.515625
1544.063393 256085.343750
1544.083827 256004.515625
1544.104261 256074.828125
1544.124695 256021.703125
1544.145129 256011.500000
1544.165563 256001.984375
1544.185996 256059.906250
1544.206430 256101.593750
1544.226864 256091.031250
1544.247298 256079.281250
1544.267732 256103.437500
1544.288166 256095.812500
1544.308600 256156.562500
1544.329033 256195.062500
1544.349467 256215.093750
1544.369901 256278.156250
1544.390335 256320.406250
1544.410769 256353.453125
1544.431203 256387.859375
1544.451637 256394.531250
1544.472070 256417.640625
1544.492504 256506.531250
1544.512938 256481.515625
1544.533372 256487.765625
1544.553806 256545.812500
1544.574240 256598.921875
1544.594674 256600.187500
1544.615108 256623.765625
1544.635541 256572.421875
1544.655975 256634.906250
1544.676409 256667.593750
1544.696843 256714.453125
1544.717277 256738.218750
1544.737711 256754.921875
1544.758145 256785.281250
1544.778579 256760.031250
1544.799013 256756.437500
1544.819446 256703.781250
1544.839880 256737.421875
1544.860314 256756.296875
1544.880748 256750.093750
1544.901182 256804.531250
1544.942050 256842.328125
1544.962483 256877.796875
1544.982917 256874.328125
1545.003351 256883.343750
1545.023785 256904.187500
1545.044219 256836.125000
1545.064653 256910.656250
1545.085087 256854.625000
1545.105521 256882.812500
1545.125954 256862.015625
1545.146388 256861.468750
1545.166822 256837.187500
1545.187256 256793.484375
1545.228124 256870.046875
1545.248558 256864.609375
1545.268992 256843.609375
1545.289426 256808.578125
1545.309859 256765.890625
1545.330293 256756.796875
1545.350727 256726.187500
1545.371161 256745.406250
1545.391595 256778.937500
1545.432463 256717.031250
1545.452897 256734.421875
1545.473330 256757.062500
1545.493764 256757.000000
1545.534632 256766.562500
1545.555066 256800.468750
1545.575500 256854.796875
1545.636801 256909.968750
1545.657235 256993.890625
1545.677669 257019.000000
1545.698103 257026.687500
1545.718537 257081.906250
1545.738971 257092.468750
1545.759405 257169.015625
1545.779839 257253.343750
1545.800273 257233.343750
1545.820706 257275.062500
1545.861574 257328.093750
1545.902442 257383.171875
1545.922876 257374.093750
1545.943310 257359.531250
1545.963744 257400.046875
1545.984178 257405.437500
1546.004612 257349.140625
1546.025045 257365.937500
1546.045479 257358.546875
1546.065913 257351.046875
1546.086347 257372.796875
1546.106781 257394.812500
1546.127215 257352.906250
1546.147649 257307.656250
1546.168083 257334.343750
1546.208950 257365.015625
1546.229384 257318.203125
1546.249818 257334.781250
1546.270252 257314.859375
1546.290686 257345.937500
1546.311120 257300.640625
1546.331554 257359.125000
1546.351988 257379.203125
1546.372422 257383.250000
1546.392856 257400.328125
1546.413289 257353.625000
1546.433723 257384.984375
1546.454157 257397.421875
1546.474591 257442.906250
1546.515459 257454.578125
1546.556327 257450.734375
1546.576761 257440.593750
1546.597194 257460.156250
1546.617628 257441.609375
1546.658496 257501.875000
1546.678930 257514.453125
1546.699364 257565.343750
1546.740232 257534.031250
1546.760666 257588.343750
1546.801534 257484.921875
1546.821967 257485.140625
1546.842401 257520.890625
1546.862835 257488.843750
1546.883269 257447.984375
1546.903703 257420.359375
1546.924137 257418.343750
1546.944571 257434.421875
1546.985439 257448.031250
1547.005873 257433.500000
1547.026306 257439.265625
1547.046740 257408.984375
1547.067174 257400.859375
1547.087608 257398.796875
1547.108042 257398.843750
1547.128476 257386.343750
1547.148910 257437.312500
1547.169344 257396.218750
1547.189778 257384.781250
1547.210212 257397.703125
1547.271513 257469.140625
1547.291947 257445.859375
1547.312381 257511.890625
1547.332815 257479.500000
1547.353249 257507.468750
1547.373683 257511.265625
1547.394117 257581.281250
1547.414551 257558.125000
1547.434985 257583.218750
1547.455419 257552.015625
1547.496286 257592.234375
1547.516720 257630.015625
1547.537154 257618.750000
1547.557588 257677.609375
1547.578022 257644.312500
1547.598456 257664.421875
1547.618890 257664.671875
1547.639324 257684.562500
1547.659758 257646.406250
1547.680192 257712.390625
1547.700626 257674.531250
1547.721059 257725.390625
1547.741493 257728.937500
1547.761927 257729.234375
1547.782361 257731.734375
1547.802795 257757.343750
1547.823229 257718.187500
1547.843663 257759.640625
1547.864097 257823.828125
1547.904965 257870.828125
1547.925399 257911.296875
1547.945833 257940.140625
1547.966267 257931.515625
1547.986700 258045.046875
1548.007134 258042.625000
1548.027568 258002.203125
1548.048002 258050.156250
1548.068436 258089.531250
1548.088870 258118.281250
1548.109304 258082.656250
1548.129738 258134.953125
1548.150172 258157.437500
1548.170606 258171.281250
1548.191040 258194.453125
1548.211474 258187.484375
1548.231907 258252.578125
1548.252341 258198.625000
1548.272775 258223.703125
1548.293209 258260.906250
1548.313643 258259.984375
1548.334077 258224.625000
1548.354511 258306.343750
1548.374945 258262.765625
1548.436247 258327.265625
1548.456681 258334.562500
1548.477115 258359.125000
1548.497549 258386.687500
1548.517983 258408.640625
1548.538416 258420.296875
1548.558850 258369.953125
1548.579284 258407.593750
1548.599718 258399.515625
1548.620152 258374.953125
1548.640586 258383.984375
1548.681454 258389.750000
1548.701888 258345.390625
1548.722322 258434.828125
1548.742756 258426.703125
1548.763190 258447.609375
1548.783624 258408.015625
1548.844925 258435.093750
1548.865359 258447.921875
1548.885793 258427.015625
1548.906227 258435.281250
1548.926661 258449.093750
1548.947095 258450.687500
1548.967529 258447.828125
1548.987963 258422.796875
1549.008397 258443.281250
1549.049265 258477.062500
1549.069699 258454.171875
1549.090133 258485.531250
1549.131001 258449.796875
1549.151434 258501.078125
1549.171868 258444.156250
1549.192302 258477.562500
1549.212736 258439.328125
1549.233170 258424.531250
1549.253604 258462.500000
1549.274038 258497.843750
1549.294472 258505.234375
1549.314906 258482.609375
1549.335340 258503.921875
1549.376208 258506.093750
1549.417076 258483.484375
1549.437510 258474.296875
1549.457944 258471.281250
1549.478378 258461.890625
1549.519245 258417.875000
1549.539679 258451.953125
1549.580547 258409.359375
1549.600981 258443.921875
1549.621415 258433.562500
1549.641849 258418.156250
1549.662283 258461.343750
1549.682717 258466.937500
1549.703151 258468.718750
1549.723585 258446.140625
1549.744019 258445.171875
1549.784887 258357.750000
1549.825755 258380.609375
1549.846189 258368.687500
1549.866622 258418.468750
1549.887057 258362.859375
1549.907490 258355.859375
1549.927925 258376.000000
1549.948358 258361.906250
1549.968792 258381.984375
1549.989226 258409.296875
1550.009660 258398.890625
1550.030094 258470.484375
1550.050528 258403.343750
1550.070962 258407.156250
1550.132264 258382.687500
1550.152698 258443.296875
1550.173132 258455.625000
1550.193566 258436.046875
1550.234434 258466.625000
1550.254868 258487.484375
1550.275302 258462.062500
1550.295736 258459.093750
1550.316170 258465.234375
1550.336603 258497.843750
1550.377471 258501.156250
1550.397905 258459.296875
1550.418339 258457.562500
1550.438773 258384.062500
1550.459207 258371.031250
1550.500075 258396.734375
1550.520509 258431.453125
1550.581811 258414.234375
1550.602245 258454.796875
1550.622679 258478.421875
1550.643113 258485.953125
1550.663547 258448.062500
1550.683981 258441.937500
1550.704415 258416.234375
1550.724849 258442.406250
1550.745283 258487.312500
1550.765717 258444.218750
1550.786151 258448.671875
1550.806585 258443.375000
1550.827019 258520.250000
1550.847452 258497.140625
1550.867887 258526.031250
1550.888320 258527.890625
1550.908754 258550.531250
1550.970056 258570.890625
1550.990490 258564.062500
1551.010924 258562.171875
1551.031358 258605.468750
1551.051792 258575.250000
1551.072226 258624.078125
1551.092660 258629.687500
1551.113094 258644.234375
1551.133528 258642.203125
1551.153962 258677.953125
1551.174396 258705.500000
1551.194830 258716.156250
1551.215264 258655.437500
1551.235698 258652.546875
1551.256132 258672.234375
1551.276566 258661.921875
1551.297000 258703.453125
1551.317434 258691.078125
1551.337868 258732.500000
1551.358302 258694.031250
1551.378736 258688.968750
1551.419604 258697.234375
1551.440038 258694.171875
1551.460472 258702.140625
1551.480906 258650.281250
1551.501340 258703.843750
1551.542208 258651.875000
1551.583075 258673.218750
1551.603509 258651.812500
1551.623943 258743.609375
1551.644377 258666.625000
1551.664811 258632.906250
1551.685245 258640.765625
1551.705679 258687.859375
1551.746547 258731.500000
1551.766981 258686.328125
1551.807849 258719.218750
1551.848717 258710.984375
1551.869151 258699.703125
1551.889585 258722.218750
1551.910019 258769.375000
1551.930453 258762.828125
1551.950887 258797.109375
1551.971321 258814.546875
1551.991755 258744.906250
1552.012189 258753.468750
1552.032623 258710.609375
1552.053057 258724.375000
1552.093925 258712.281250
1552.114359 258679.203125
1552.134793 258693.718750
1552.155227 258718.500000
1552.216529 258645.937500
1552.236963 258681.484375
1552.257397 258641.515625
1552.277831 258674.140625
1552.318699 258631.640625
1552.339133 258616.093750
1552.359567 258674.656250
1552.380001 258614.687500
1552.400435 258623.937500
1552.420869 258656.890625
1552.441303 258604.953125
1552.461737 258642.015625
1552.482171 258613.281250
1552.502605 258643.031250
1552.523039 258637.437500
1552.543473 258680.500000
1552.563907 258647.875000
1552.584341 258620.906250
1552.604775 258601.171875
1552.625209 258655.140625
1552.645643 258641.015625
1552.666077 258656.531250
1552.686511 258696.015625
1552.706945 258628.000000
1552.727378 258642.656250
1552.768247 258677.687500
1552.788680 258682.140625
1552.809115 258715.281250
1552.829549 258737.953125
1552.849982 258736.625000
1552.870417 258741.484375
1552.890850 258784.531250
1552.931718 258723.656250
1552.952152 258757.234375
1552.972587 258723.562500
1552.993020 258749.421875
1553.013454 258762.203125
1553.033889 258724.578125
1553.054322 258789.578125
1553.074756 258809.015625
1553.095191 258802.156250
1553.115624 258795.234375
1553.136058 258817.296875
1553.156492 258780.859375
1553.176926 258788.093750
1553.197360 258803.234375
1553.217794 258789.062500
1553.238228 258814.515625
1553.258663 258857.078125
1553.279096 258852.843750
1553.299531 258805.546875
1553.340398 258865.437500
1553.360833 258793.765625
1553.381266 258836.328125
1553.401700 258775.781250
1553.422135 258732.265625
1553.442568 258753.296875
1553.463002 258765.046875
1553.483437 258750.687500
1553.503870 258748.781250
1553.524305 258809.765625
1553.544739 258784.078125
1553.565172 258812.078125
1553.585606 258844.484375
1553.606040 258836.062500
1553.626474 258854.828125
1553.646908 258852.718750
1553.667342 258813.578125
1553.687777 258822.781250
1553.708210 258873.687500
1553.749079 258828.359375
1553.789947 258793.046875
1553.810381 258839.406250
1553.830815 258905.937500
1553.851249 258811.906250
1553.871683 258795.890625
1553.892117 258766.218750
1553.912551 258834.703125
1553.932985 258828.015625
1553.953419 258832.218750
1553.973853 258853.078125
1553.994287 258878.546875
1554.014721 258881.515625
1554.035155 258853.296875
1554.055589 258834.500000
1554.076023 258828.875000
1554.116891 258853.812500
1554.137325 258804.578125
1554.157759 258780.109375
1554.178193 258767.312500
1554.198627 258796.531250
1554.219061 258811.171875
1554.239495 258822.812500
1554.259929 258806.390625
1554.300797 258808.015625
1554.341665 258778.937500
1554.362099 258804.375000
1554.382533 258823.125000
1554.402967 258751.328125
1554.423401 258751.156250
1554.464269 258764.156250
1554.484703 258775.531250
1554.505137 258738.562500
1554.525571 258774.828125
1554.546005 258725.875000
1554.566439 258749.593750
1554.586873 258778.906250
1554.607307 258785.296875
1554.627741 258758.812500
1554.648175 258736.796875
1554.668609 258803.515625
1554.689043 258804.187500
1554.709477 258781.484375
1554.729911 258781.843750
1554.750345 258823.187500
1554.791213 258787.015625
1554.811647 258823.421875
1554.832081 258799.765625
1554.852515 258842.765625
1554.872949 258819.953125
1554.893383 258810.812500
1554.913817 258764.421875
1554.934251 258802.250000
1554.954685 258866.109375
1554.975120 258851.828125
1554.995554 258835.984375
1555.015988 258901.562500
1555.036422 258814.437500
1555.056856 258794.859375
1555.077290 258808.765625
1555.097724 258776.593750
1555.118158 258712.140625
1555.138592 258746.531250
1555.179460 258716.812500
1555.199894 258662.937500
1555.240762 258697.671875
1555.261196 258694.375000
1555.281630 258632.218750
1555.302064 258645.640625
1555.322498 258658.062500
1555.363366 258656.234375
1555.383800 258653.234375
1555.404234 258690.687500
1555.424668 258680.218750
1555.445102 258694.234375
1555.465536 258736.296875
1555.506404 258777.437500
1555.526838 258763.296875
1555.547272 258760.187500
1555.567706 258792.312500
1555.588140 258754.781250
1555.608574 258754.781250
1555.629008 258780.843750
1555.649442 258718.515625
1555.669876 258775.140625
1555.690311 258732.078125
1555.710745 258808.468750
1555.731179 258737.125000
1555.751613 258763.765625
1555.772047 258770.812500
1555.792481 258796.968750
1555.812915 258815.203125
1555.833349 258792.375000
1555.853783 258849.734375
1555.874217 258789.875000
1555.894651 258840.671875
1555.915085 258803.000000
1555.935519 258750.843750
1555.955953 258781.703125
1555.976387 258795.828125
1555.996821 258768.250000
1556.017255 258833.078125
1556.037689 258786.781250
1556.058123 258824.562500
1556.078557 258828.765625
1556.098991 258804.765625
1556.119425 258815.437500
1556.139859 258784.531250
1556.160293 258834.609375
1556.180727 258823.281250
1556.201161 258765.421875
1556.221596 258765.562500
1556.242030 258787.234375
1556.262464 258777.031250
1556.282898 258781.578125
1556.303332 258780.593750
1556.323766 258800.921875
1556.344200 258772.828125
1556.364634 258833.140625
1556.385068 258813.843750
1556.405502 258832.718750
1556.425936 258811.250000
1556.446370 258809.609375
1556.466804 258824.218750
1556.487238 258791.343750
1556.507672 258848.890625
1556.528106 258858.531250
1556.548540 258850.062500
1556.589408 258870.843750
1556.609842 258877.625000
1556.650710 258906.484375
1556.671145 258911.375000
1556.691579 258908.296875
1556.712013 258966.187500
1556.732447 258923.718750
1556.752881 258923.671875
1556.773315 258941.125000
1556.814183 258911.234375
1556.855051 258952.656250
1556.875485 258946.546875
1556.895919 258938.437500
1556.916353 258891.609375
1556.957221 258914.812500
1556.977655 258880.265625
1556.998089 258927.093750
1557.018523 258818.828125
1557.038957 258868.015625
1557.059392 258885.859375
1557.079826 258860.109375
1557.100260 258807.671875
1557.120694 258806.609375
1557.141128 258824.031250
1557.161562 258828.734375
1557.181996 258780.187500
1557.202430 258795.890625
1557.243298 258772.234375
1557.263732 258816.078125
1557.284166 258855.421875
1557.304600 258831.750000
1557.325034 258784.000000
1557.345468 258867.546875
1557.386336 258862.281250
1557.406770 258901.218750
1557.427204 258918.281250
1557.447639 258883.078125
1557.468073 258914.609375
1557.488507 258919.125000
1557.508941 258948.375000
1557.529375 258934.640625
1557.549809 258967.781250
1557.590677 258959.734375
1557.611111 258988.781250
1557.631545 258961.859375
1557.651979 258977.906250
1557.672413 258964.828125
1557.692847 258956.437500
1557.733716 259002.687500
1557.774584 258947.609375
1557.795018 258953.953125
1557.815452 258931.187500
1557.835886 258975.843750
1557.856320 258943.421875
1557.876754 258899.765625
1557.897188 258929.859375
1557.938056 258884.656250
1557.958490 258865.593750
